"codmunres","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
412620,"Sapopema","PR","Sul",41018,"18ª RS Cornélio Procópio",4105,"Macrorregional Norte"
412625,"Sarandi","PR","Sul",41015,"15ª RS Maringá",4106,"Macrorregional Noroeste"
412627,"Saudade do Iguaçu","PR","Sul",41007,"7ª RS Pato Branco",4108,"Macrorregiao Oeste"
412630,"Sengés","PR","Sul",41003,"3ª RS Ponta Grossa",4107,"Macrorregional Leste"
412635,"Serranópolis do Iguaçu","PR","Sul",41009,"9ª RS Foz do Iguaçu",4108,"Macrorregiao Oeste"
412640,"Sertaneja","PR","Sul",41018,"18ª RS Cornélio Procópio",4105,"Macrorregional Norte"
412650,"Sertanópolis","PR","Sul",41017,"17ª RS Londrina",4105,"Macrorregional Norte"
412660,"Siqueira Campos","PR","Sul",41019,"19ª RS Jacarezinho",4105,"Macrorregional Norte"
412665,"Sulina","PR","Sul",41007,"7ª RS Pato Branco",4108,"Macrorregiao Oeste"
412667,"Tamarana","PR","Sul",41017,"17ª RS Londrina",4105,"Macrorregional Norte"
412670,"Tamboara","PR","Sul",41014,"14ª RS Paranavaí",4106,"Macrorregional Noroeste"
412680,"Tapejara","PR","Sul",41013,"13ª RS Cianorte",4106,"Macrorregional Noroeste"
412690,"Tapira","PR","Sul",41012,"12ª RS Umuarama",4106,"Macrorregional Noroeste"
412700,"Teixeira Soares","PR","Sul",41004,"4ª RS Irati",4107,"Macrorregional Leste"
412710,"Telêmaco Borba","PR","Sul",41021,"21ª RS Telêmaco Borba",4107,"Macrorregional Leste"
412720,"Terra Boa","PR","Sul",41011,"11ª RS Campo Mourão",4106,"Macrorregional Noroeste"
412730,"Terra Rica","PR","Sul",41014,"14ª RS Paranavaí",4106,"Macrorregional Noroeste"
412740,"Terra Roxa","PR","Sul",41020,"20ª RS Toledo",4108,"Macrorregiao Oeste"
412750,"Tibagi","PR","Sul",41021,"21ª RS Telêmaco Borba",4107,"Macrorregional Leste"
412760,"Tijucas do Sul","PR","Sul",41002,"2ª RS Metropolitana",4107,"Macrorregional Leste"
412770,"Toledo","PR","Sul",41020,"20ª RS Toledo",4108,"Macrorregiao Oeste"
412780,"Tomazina","PR","Sul",41019,"19ª RS Jacarezinho",4105,"Macrorregional Norte"
412785,"Três Barras do Paraná","PR","Sul",41010,"10ª RS Cascavel",4108,"Macrorregiao Oeste"
412788,"Tunas do Paraná","PR","Sul",41002,"2ª RS Metropolitana",4107,"Macrorregional Leste"
412790,"Tuneiras do Oeste","PR","Sul",41013,"13ª RS Cianorte",4106,"Macrorregional Noroeste"
412795,"Tupãssi","PR","Sul",41020,"20ª RS Toledo",4108,"Macrorregiao Oeste"
412796,"Turvo","PR","Sul",41005,"5ª RS Guarapuava",4107,"Macrorregional Leste"
412800,"Ubiratã","PR","Sul",41011,"11ª RS Campo Mourão",4106,"Macrorregional Noroeste"
412810,"Umuarama","PR","Sul",41012,"12ª RS Umuarama",4106,"Macrorregional Noroeste"
412820,"União da Vitória","PR","Sul",41006,"6ª RS União da Vitória",4107,"Macrorregional Leste"
412830,"Uniflor","PR","Sul",41015,"15ª RS Maringá",4106,"Macrorregional Noroeste"
412840,"Uraí","PR","Sul",41018,"18ª RS Cornélio Procópio",4105,"Macrorregional Norte"
412850,"Wenceslau Braz","PR","Sul",41019,"19ª RS Jacarezinho",4105,"Macrorregional Norte"
412853,"Ventania","PR","Sul",41021,"21ª RS Telêmaco Borba",4107,"Macrorregional Leste"
412855,"Vera Cruz do Oeste","PR","Sul",41010,"10ª RS Cascavel",4108,"Macrorregiao Oeste"
412860,"Verê","PR","Sul",41008,"8ª RS Francisco Beltrão",4108,"Macrorregiao Oeste"
412862,"Alto Paraíso","PR","Sul",41012,"12ª RS Umuarama",4106,"Macrorregional Noroeste"
412863,"Doutor Ulysses","PR","Sul",41002,"2ª RS Metropolitana",4107,"Macrorregional Leste"
412865,"Virmond","PR","Sul",41005,"5ª RS Guarapuava",4107,"Macrorregional Leste"
412870,"Vitorino","PR","Sul",41007,"7ª RS Pato Branco",4108,"Macrorregiao Oeste"
412880,"Xambrê","PR","Sul",41012,"12ª RS Umuarama",4106,"Macrorregional Noroeste"
420005,"Abdon Batista","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420010,"Abelardo Luz","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420020,"Agrolândia","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420030,"Agronômica","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420040,"Água Doce","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420050,"Águas de Chapecó","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420055,"Águas Frias","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420060,"Águas Mornas","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420070,"Alfredo Wagner","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420075,"Alto Bela Vista","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420080,"Anchieta","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420090,"Angelina","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420100,"Anita Garibaldi","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420110,"Anitápolis","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420120,"Antônio Carlos","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420125,"Apiúna","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420127,"Arabutã","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420130,"Araquari","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420140,"Araranguá","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
420150,"Armazém","SC","Sul",42016,"Laguna",4210,"Sul"
420160,"Arroio Trinta","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420165,"Arvoredo","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420170,"Ascurra","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420180,"Atalanta","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420190,"Aurora","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420195,"Balneário Arroio do Silva","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
420200,"Balneário Camboriú","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
420205,"Balneário Barra do Sul","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420207,"Balneário Gaivota","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
420208,"Bandeirante","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420209,"Barra Bonita","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420210,"Barra Velha","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420213,"Bela Vista do Toldo","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
420215,"Belmonte","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420220,"Benedito Novo","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420230,"Biguaçu","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420240,"Blumenau","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420243,"Bocaina do Sul","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420245,"Bombinhas","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
420250,"Bom Jardim da Serra","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420253,"Bom Jesus","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420257,"Bom Jesus do Oeste","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420260,"Bom Retiro","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420270,"Botuverá","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420280,"Braço do Norte","SC","Sul",42016,"Laguna",4210,"Sul"
420285,"Braço do Trombudo","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420287,"Brunópolis","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420290,"Brusque","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420300,"Caçador","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420310,"Caibi","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420315,"Calmon","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420320,"Camboriú","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
420325,"Capão Alto","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420330,"Campo Alegre","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
420340,"Campo Belo do Sul","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420350,"Campo Erê","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420360,"Campos Novos","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420370,"Canelinha","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420380,"Canoinhas","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
420390,"Capinzal","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420395,"Capivari de Baixo","SC","Sul",42016,"Laguna",4210,"Sul"
420400,"Catanduvas","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420410,"Caxambu do Sul","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420415,"Celso Ramos","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420417,"Cerro Negro","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420419,"Chapadão do Lageado","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420420,"Chapecó","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420425,"Cocal do Sul","SC","Sul",42015,"Carbonífera",4210,"Sul"
420430,"Concórdia","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420435,"Cordilheira Alta","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420440,"Coronel Freitas","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420445,"Coronel Martins","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420450,"Corupá","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420455,"Correia Pinto","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420460,"Criciúma","SC","Sul",42015,"Carbonífera",4210,"Sul"
420470,"Cunha Porã","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420475,"Cunhataí","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420480,"Curitibanos","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420490,"Descanso","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420500,"Dionísio Cerqueira","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420510,"Dona Emma","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420515,"Doutor Pedrinho","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420517,"Entre Rios","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420519,"Ermo","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
420520,"Erval Velho","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420530,"Faxinal dos Guedes","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420535,"Flor do Sertão","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420540,"Florianópolis","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420543,"Formosa do Sul","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420545,"Forquilhinha","SC","Sul",42015,"Carbonífera",4210,"Sul"
420550,"Fraiburgo","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420555,"Frei Rogério","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420560,"Galvão","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420570,"Garopaba","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420580,"Garuva","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420590,"Gaspar","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420600,"Governador Celso Ramos","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420610,"Grão Pará","SC","Sul",42016,"Laguna",4210,"Sul"
420620,"Gravatal","SC","Sul",42016,"Laguna",4210,"Sul"
420630,"Guabiruba","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420640,"Guaraciaba","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420650,"Guaramirim","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420660,"Guarujá do Sul","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420665,"Guatambú","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420670,"Herval d'Oeste","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420675,"Ibiam","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420680,"Ibicaré","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420690,"Ibirama","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420700,"Içara","SC","Sul",42015,"Carbonífera",4210,"Sul"
420710,"Ilhota","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
420720,"Imaruí","SC","Sul",42016,"Laguna",4210,"Sul"
420730,"Imbituba","SC","Sul",42016,"Laguna",4210,"Sul"
420740,"Imbuia","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420750,"Indaial","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
420757,"Iomerê","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420760,"Ipira","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420765,"Iporã do Oeste","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420768,"Ipuaçu","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420770,"Ipumirim","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420775,"Iraceminha","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420780,"Irani","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420785,"Irati","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420790,"Irineópolis","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
420800,"Itá","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420810,"Itaiópolis","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
420820,"Itajaí","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
420830,"Itapema","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
420840,"Itapiranga","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
420845,"Itapoá","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420850,"Ituporanga","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420860,"Jaborá","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420870,"Jacinto Machado","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
420880,"Jaguaruna","SC","Sul",42016,"Laguna",4210,"Sul"
420890,"Jaraguá do Sul","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420895,"Jardinópolis","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
420900,"Joaçaba","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420910,"Joinville","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
420915,"José Boiteux","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420917,"Jupiá","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420920,"Lacerdópolis","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
420930,"Lages","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
420940,"Laguna","SC","Sul",42016,"Laguna",4210,"Sul"
420945,"Lajeado Grande","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
420950,"Laurentino","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
420960,"Lauro Muller","SC","Sul",42015,"Carbonífera",4210,"Sul"
420970,"Lebon Régis","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
420980,"Leoberto Leal","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
420985,"Lindóia do Sul","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
420990,"Lontras","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421000,"Luiz Alves","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
421003,"Luzerna","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
421005,"Macieira","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421010,"Mafra","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
421020,"Major Gercino","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421030,"Major Vieira","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
421040,"Maracajá","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
421050,"Maravilha","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421055,"Marema","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
421060,"Massaranduba","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
421070,"Matos Costa","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421080,"Meleiro","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
421085,"Mirim Doce","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421090,"Modelo","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421100,"Mondaí","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421105,"Monte Carlo","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
421110,"Monte Castelo","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
421120,"Morro da Fumaça","SC","Sul",42015,"Carbonífera",4210,"Sul"
421125,"Morro Grande","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
421130,"Navegantes","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
421140,"Nova Erechim","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421145,"Nova Itaberaba","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421150,"Nova Trento","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421160,"Nova Veneza","SC","Sul",42015,"Carbonífera",4210,"Sul"
421165,"Novo Horizonte","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
421170,"Orleans","SC","Sul",42015,"Carbonífera",4210,"Sul"
421175,"Otacílio Costa","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
421180,"Ouro","SC","Sul",42008,"Meio Oeste",4212,"Meio Oeste e Serra Catarinense"
421185,"Ouro Verde","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
421187,"Paial","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421189,"Painel","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
421190,"Palhoça","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421200,"Palma Sola","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421205,"Palmeira","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
421210,"Palmitos","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421220,"Papanduva","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
421223,"Paraíso","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421225,"Passo de Torres","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
421227,"Passos Maia","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
421230,"Paulo Lopes","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421240,"Pedras Grandes","SC","Sul",42016,"Laguna",4210,"Sul"
421250,"Penha","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
421260,"Peritiba","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
421265,"Pescaria Brava","SC","Sul",42016,"Laguna",4210,"Sul"
421270,"Petrolândia","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421280,"Balneário Piçarras","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
421290,"Pinhalzinho","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421300,"Pinheiro Preto","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421310,"Piratuba","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
421315,"Planalto Alegre","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421320,"Pomerode","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
421330,"Ponte Alta","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
421335,"Ponte Alta do Norte","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421340,"Ponte Serrada","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
421350,"Porto Belo","SC","Sul",42005,"Foz do Rio Itajaí",4215,"Foz do Rio Itajai"
421360,"Porto União","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
421370,"Pouso Redondo","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421380,"Praia Grande","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
421390,"Presidente Castello Branco","SC","Sul",42010,"Alto Uruguai Catarinense",4212,"Meio Oeste e Serra Catarinense"
421400,"Presidente Getúlio","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421410,"Presidente Nereu","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421415,"Princesa","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421420,"Quilombo","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421430,"Rancho Queimado","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421440,"Rio das Antas","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421450,"Rio do Campo","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421460,"Rio do Oeste","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421470,"Rio dos Cedros","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
421480,"Rio do Sul","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421490,"Rio Fortuna","SC","Sul",42016,"Laguna",4210,"Sul"
421500,"Rio Negrinho","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
421505,"Rio Rufino","SC","Sul",42013,"Serra Catarinense",4212,"Meio Oeste e Serra Catarinense"
421507,"Riqueza","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421510,"Rodeio","SC","Sul",42006,"Médio Vale do Itajaí",4216,"Alto Vale do Itajai"
421520,"Romelândia","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421530,"Salete","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421535,"Saltinho","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421540,"Salto Veloso","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421545,"Sangão","SC","Sul",42016,"Laguna",4210,"Sul"
421550,"Santa Cecília","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421555,"Santa Helena","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421560,"Santa Rosa de Lima","SC","Sul",42016,"Laguna",4210,"Sul"
421565,"Santa Rosa do Sul","SC","Sul",42014,"Extremo Sul Catarinense",4210,"Sul"
421567,"Santa Terezinha","SC","Sul",42004,"Alto Vale do Itajaí",4216,"Alto Vale do Itajai"
421568,"Santa Terezinha do Progresso","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421569,"Santiago do Sul","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421570,"Santo Amaro da Imperatriz","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421575,"São Bernardino","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
421580,"São Bento do Sul","SC","Sul",42012,"Planalto Norte",4211,"Planalto Norte e Nordeste"
421590,"São Bonifácio","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421600,"São Carlos","SC","Sul",42002,"Oeste",4213,"Grande Oeste"
421605,"São Cristovão do Sul","SC","Sul",42009,"Alto Vale do R.do Peixe",4212,"Meio Oeste e Serra Catarinense"
421610,"São Domingos","SC","Sul",42003,"Xanxerê",4213,"Grande Oeste"
421620,"São Francisco do Sul","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
421625,"São João do Oeste","SC","Sul",42001,"Extremo Oeste",4213,"Grande Oeste"
421630,"São João Batista","SC","Sul",42007,"Grande Florianópolis",4214,"Grande Florianopolis"
421635,"São João do Itaperiú","SC","Sul",42011,"Nordeste",4211,"Planalto Norte e Nordeste"
